,App,Category,Size_M,Price,Rating
6120,Aussie Rules Hero - Footy Goal Kicking Game,Games,22.609375,0.0,3.5
6121,ポケット戦国 -戦略と戦術で歴史を作れ！-【本格派 戦国シミュレーション】,Games,143.779296875,7.99,0.0
6122,视吧-全民手机直播,Social Networking,162.712890625,0.0,0.0
6123,Consultant Aide,Business,26.5888671875,7.99,3.5
6124,やる夫のチャリ,Games,43.7587890625,0.0,0.0
6125,Pokedex for Pokemon Go,Entertainment,19.2490234375,0.99,3.0
6126,Crusader Kings: Chronicles,Games,106.7958984375,4.99,2.0
6127,Heroes of Loot 2,Games,60.185546875,3.99,4.0
6128,Crap! I'm Broke: Out of Pocket,Games,44.212890625,1.99,3.5
6129,Snake.io - Worm.io - Agar Slither Snake Battle,Entertainment,58.310546875,0.0,4.5
6130,TIME LOCKER - Shooter,Games,53.3828125,0.0,4.5
6131,Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,Photo & Video,5.2958984375,0.0,4.0
6132,3D Dubai Parking Simulator Drive Real Extreme Super Sports Car,Games,292.6943359375,0.0,4.5
6133,iOAK,Education,3.236328125,1.99,0.0
6134,diep.io,Games,31.4638671875,0.0,4.0
6135,New Star Soccer G-Story,Games,78.583984375,0.99,3.5
6136,Toca Life: Vacation,Education,286.4853515625,2.99,4.5
6137,Blade Sliders,Games,113.0068359375,0.0,4.0
6138,Limite Limite,Games,15.2412109375,0.0,0.0
6139,NBA 2K17,Games,2813.9951171875,7.99,3.0
6140,kubic,Games,319.0771484375,1.99,4.0
6141,The Secret To Money,Lifestyle,24.5234375,4.99,4.5
6142,英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生,Games,298.9287109375,0.0,0.0
6143,脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】,Games,66.107421875,0.0,0.0
6144,街机格斗王,Games,287.8232421875,0.0,5.0
6145,Collageable PRO - Photo Collage,Photo & Video,65.80859375,1.99,4.0
6146,RedStory - Little Red Riding Hood,Games,239.802734375,0.0,3.5
6147,Triennale Game Collection,Games,407.7705078125,0.0,2.5
6148,Smart Matches ~ Puzzles with Matchsticks,Games,26.9951171875,0.0,5.0
6149,Fight List,Games,36.3671875,0.0,3.5
6150,Skyscrapers by Tinybop,Education,199.1689453125,2.99,3.0
6151,Quell Zen+,Games,93.7294921875,2.99,5.0
6152,IllumiMoji,Book,19.9765625,0.99,3.0
6153,TRANSPORT MODS for MINECRAFT Pc EDITION,Navigation,30.9150390625,1.99,4.5
6154,Hand of God - Top Clicker & Tap Games,Games,155.2109375,0.0,4.5
6155,DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,Book,26.03125,1.99,4.0
6156,Slots: VIP Deluxe Slots Machines - Free Slot Games,Games,161.5078125,0.0,5.0
6157,微火车票-查机票订酒店春运特价随行,Travel,46.541015625,0.99,0.0
6158,好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム,Games,36.076171875,0.0,1.0
6159,Dr. Panda Farm,Education,94.3515625,2.99,4.0
6160,Dr. Panda Hoopa City 2,Education,162.4736328125,3.99,4.5
6161,Mystic Messenger,Games,386.7490234375,0.0,4.5
6162,Fancy Cats,Games,268.708984375,0.0,4.5
6163,车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家,Lifestyle,51.0712890625,0.0,0.0
6164,Anime Power FX,Photo & Video,93.3623046875,0.0,4.5
6165,Tankio - Battle Arena,Games,50.8984375,0.0,4.0
6166,3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,Utilities,18.236328125,1.99,4.5
6167,Glitch Fixers - The Powerpuff Girls,Games,260.0078125,0.0,4.0
6168,Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full),Games,1384.861328125,6.99,4.5
6169,Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full),Games,1721.619140625,6.99,4.5
6170,Final Cut: Fade To Black - A Mystery Hidden Object Game (Full),Games,1090.7392578125,6.99,4.5
6171,Slots: Get Rich Slot Machines Casino Slot Games,Games,162.90625,0.0,5.0
6172,"自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",Photo & Video,8.8740234375,0.99,3.0
6173,Football Heroes PRO 2017 - featuring NFL Players,Games,134.7705078125,0.0,4.0
6174,天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,Games,208.5361328125,0.99,0.0
6175,Hoverboard Simulator - Endless Hover Board Race,Games,33.2529296875,0.0,4.0
6176,Can You Dab?,Games,70.181640625,0.0,4.0
6177,これやったことない人いる？,Games,12.0400390625,0.0,0.0
6178,鴨川等間隔の法則,Games,15.0283203125,0.0,0.0
6179,Face Effects & Filters,Entertainment,12.6181640625,0.0,3.0
6180,不思議雑貨店ローズ ～ほのぼの再建記～,Games,100.994140625,0.0,5.0
6181,多纳餐厅2,Education,99.771484375,2.99,0.0
6182,VR-Crazy Car Traffic Racing,Games,200.4140625,0.0,2.0
6183,Shopping Mall Girl - Dress Up & Style Game,Games,255.0517578125,0.0,4.5
6184,坦克新纪元——经典红警狂热回归,Games,51.14453125,0.0,0.0
6185,Piggy Show,Games,253.1796875,0.0,4.5
6186,Nightgate,Games,146.5458984375,4.99,4.5
6187,女の子のための女子トレンドまとめアプリ-ウーマガジン-,Catalogs,8.814453125,0.0,0.0
6188,Tank War - Geometry Go Shot Color Dot.IO,Games,30.548828125,0.0,4.5
6189,マッチングならSecret- 友達・恋人探しSNS,Social Networking,33.27734375,0.0,0.0
6190,Change My Location,Utilities,0.9306640625,0.99,2.0
6191,極限ドリブル～神の子 edition～,Games,17.4765625,0.0,0.0
6192,Jazza's Arty Games,Games,300.017578125,2.99,4.5
6193,Agatha Christie - The ABC Murders (FULL),Games,1052.9443359375,6.99,4.0
6194,牛タン牛タン牛タンタン,Games,22.4443359375,0.0,0.0
6195,精度93％ 絶望の心理テスト,Lifestyle,27.51953125,0.0,1.0
6196,Eden: The Game - Build Your Village!,Games,141.7626953125,0.0,4.0
6197,RunGunJumpGun,Games,277.5556640625,2.99,4.0
6198,Diamond Story: Jewelry Quest,Games,102.40234375,0.0,4.5
6199,LEGO® City My City 2,Games,468.2080078125,0.0,3.5
6200,The Game of Life,Games,291.33203125,2.99,4.5
6201,Bob the Builder™: Build City,Games,220.205078125,2.99,3.5
6202,ANSELFIE - emojis by Ansel,Utilities,51.4970703125,2.99,4.5
6203,Steps,Games,67.671875,0.0,4.5
6204,Funny Face - Filters Swap Effects Pic for Snapchat,Lifestyle,147.8193359375,0.0,4.0
6205,镜花奇缘 - 最新诛仙类卡牌传奇手游游戏,Games,304.68359375,0.0,0.0
6206,Natoo,Entertainment,51.6279296875,0.0,0.0
6207,妙资理财（九周年版)-高收益理财投资平台,Finance,30.1591796875,0.0,0.0
6208,妙资理财-福利版（年化14.8%注册送1万体验金）,Finance,30.1591796875,0.0,0.0
6209,Endless Ducker,Games,152.3515625,0.0,4.0
6210,Rhinbo - Endless Runner Game,Games,147.54296875,0.0,4.0
6211,面白ニュースを超快適に読める!!まとめのまとめMM,Entertainment,53.7392578125,0.0,0.0
6212,Human Anatomy Atlas 2017 - Complete 3D Human Body,Medical,934.5634765625,24.99,4.5
6213,Creatures Mod for Minecraft PC Game Edition - Mods Pocket Guide,Utilities,28.89453125,1.99,4.0
6214,City Maps for Minecraft PE - Best Maps for Minecraft Pocket Edition (MCPE),Entertainment,10.5703125,1.99,3.5
6215,KORG iWAVESTATION,Music,72.28125,29.99,4.5
6216,Oh...Sir! The Insult Simulator,Games,181.693359375,1.99,4.5
6217,おじクエ - OJISAN QUEST - タップRPG -,Games,50.6474609375,0.0,0.0
6218,Shopkins: Chef Club,Games,264.3154296875,0.0,4.5
6219,ENYO,Games,90.8173828125,0.0,3.5
6220,Agricola All Creatures Big and Small,Games,152.904296875,4.99,4.0
6221,Wordalot – Picture Crossword,Games,158.9970703125,0.0,4.5
6222,Bowmasters - Top Multiplayer Bowman Archery Game,Games,156.4033203125,0.0,4.5
6223,Bloons Supermonkey 2,Games,198.798828125,0.99,4.5
6224,Gabbymoji,Entertainment,9.2421875,1.99,4.0
6225,PIN Genie Vault – Secret photo album & Password,Utilities,92.1455078125,0.0,4.0
6226,Super City: Special Edition,Games,62.5380859375,4.99,4.5
6227,Stop Curry,Games,64.6943359375,0.0,4.5
6228,Lollipop: Sweet Taste Match3,Games,143.8212890625,0.0,4.5
6229,ここに墓を建てよう,Games,65.43359375,0.0,0.0
6230,Burger Jump,Games,82.5849609375,0.0,4.5
6231,激おこ!! はじめしゃちょー　なんなんですか!?,Games,201.8564453125,0.0,5.0
6232,Fun Run Arena - Online Multiplayer Running Game,Games,281.08984375,0.0,4.5
6233,Talented Pets Show,Games,79.12890625,0.0,4.0
6234,Fantasy Football Coach,Games,138.951171875,0.0,3.0
6235,Pea – The Premature Ejaculation App,Health & Fitness,32.5068359375,3.99,1.5
6236,Moji Edit- Your Custom Emoji Avatar Face,Utilities,54.166015625,0.0,3.5
6237,Virtual Reality Moon for Google Cardboard VR,Games,101.08203125,0.0,3.0
6238,GeniusTest！天才てすと,Entertainment,18.6318359375,0.0,0.0
6239,炎上なう -つぶやきSNS風シミュレーションゲーム-,Games,46.96484375,0.0,0.0
6240,Test your color IQ！カラーIQ診断テスト２,Entertainment,16.8740234375,0.0,0.0
6241,Chick Go & Climb,Games,53.0791015625,0.0,4.5
6242,Pango Build City,Games,119.6552734375,2.99,4.5
6243,面倒だがトリあえずキーボード ～ さわりたくなるキーボード,Utilities,83.046875,0.99,0.0
6244,アキラメロン【メロンを受け止める、チョイムズゲー】,Games,128.908203125,0.0,0.0
6245,Moasure - the smart tape measure,Utilities,56.15625,2.99,3.0
6246,Bowmasters (Ad Free) - Top Multiplayer Bowman Game,Games,156.4033203125,3.99,4.5
6247,Auralux: Constellations,Games,107.4345703125,0.0,4.5
6248,PolitiCats: Awesome Clicker Game,Games,290.275390625,0.0,4.5
6249,Escape from the music room in the school.,Games,95.0732421875,0.0,4.0
6250,Water Bottle Flip AK 2016,Games,74.98046875,0.0,2.5
6251,Dumb Ways JR Madcap's Plane,Education,104.978515625,1.99,3.5
6252,Toca Hair Salon 3,Education,123.099609375,2.99,4.5
6253,"PS Deals+ - Games Price Alerts for PS4, PS3, Vita",News,66.951171875,2.99,5.0
6254,Redungeon,Games,73.0703125,0.0,4.5
6255,Out There Chronicles - Ep. 1,Games,103.5634765625,1.99,4.0
6256,Primordia,Games,1466.5341796875,4.99,4.5
6257,NARUTO SHIPPUDEN: Ultimate Ninja Blazing,Games,180.9208984375,0.0,4.5
6258,【脱出ゲーム】絶対に最後までプレイしないで 〜謎解き＆ブロックパズル〜,Games,73.958984375,0.0,0.0
6259,MARVEL Tsum Tsum,Games,112.2724609375,0.0,4.5
6260,Athlete Shave Salon Games,Games,59.9130859375,0.0,4.0
6261,Rubek,Games,81.21875,1.99,4.5
6262,Tap Titans 2,Games,487.966796875,0.0,4.5
6263,Haunted Hotel: The X (Full),Games,1099.923828125,6.99,4.5
6264,Cubicle.,Games,83.6064453125,0.0,4.0
6265,無料アプリ暇つぶしゲーム【BOKEMON】〜トボケモンスターを進化させるで〜,Games,91.8056640625,0.0,0.0
6266,PINKFONG Birthday Party,Education,66.5205078125,0.0,3.5
6267,Shopkins: Shoppie Dash!,Games,183.326171875,3.99,4.5
6268,Casino Girl-お金稼ぎ美少女育成ゲーム-,Games,42.9384765625,0.0,0.0
6269,航海帝国HD 唯一正版授权 传承经典 统御大航海强者时代,Games,108.91796875,0.99,0.0
6270,JOEMOJI Keyboard,Entertainment,28.458984375,0.99,4.5
6271,Blocky Racer - Endless Arcade Racing,Games,143.998046875,0.0,4.5
6272,Octonauts,Education,489.970703125,3.99,3.5
6273,Road Not Taken,Games,262.0654296875,4.99,4.5
6274,Cafe Story - Play Cooking & Farming Game,Games,111.5625,0.0,5.0
6275,Zap Zombies,Games,218.279296875,0.0,4.0
6276,Buffalo Slots - Royal Casino Fun Slot Machines!,Games,77.7978515625,0.0,5.0
6277,ブリ猫,Games,39.6044921875,0.0,0.0
6278,今日、彼女が死んだ,Games,31.6708984375,0.0,0.0
6279,Soccer Cup Championship 2016,Games,65.0458984375,0.0,5.0
6280,ひとりぼっち惑星,Games,71.3408203125,0.0,0.0
6281,Vampire Legends: Untold Story of Elizabeth (Full),Games,983.861328125,6.99,3.0
6282,Moji Maker™,Entertainment,151.7880859375,1.99,4.0
6283,Station Manager,Games,203.5244140625,4.99,3.5
6284,Zombie Town Story,Games,240.662109375,0.0,4.0
6285,SnapMatch - Single and Group Matching,Lifestyle,36.4033203125,0.0,1.5
6286,江湖风云录-超自由武侠剧情角色扮演手游,Games,47.3525390625,0.99,4.5
6287,Chef Siblings - Island Restaurant,Games,105.87109375,0.0,4.0
6288,PetMOJI – Character Creator & Emoji Keyboard,Entertainment,22.80078125,0.0,3.0
6289,Samorost 3,Games,1268.21875,4.99,4.0
6290,GIFYme - Create video loops and gifs with amazing filters for Whatsapp and Instagram,Photo & Video,29.9287109375,0.0,3.5
6291,Soccer Stadium Sports Car & Bus Parking Simulator 3D Driving Sim,Games,256.388671875,0.0,4.0
6292,"April - Layouts, Photo Collage, and Poster Maker",Photo & Video,54.2158203125,0.0,4.5
6293,Special Version - Explain Everything™ Whiteboard,Education,145.6650390625,15.99,4.5
6294,Flood of Light,Games,551.283203125,1.99,5.0
6295,ゲーム攻略「SGGP」掲示板、SNSな友達出会い,Social Networking,21.6826171875,0.0,0.0
6296,Archery King,Games,127.005859375,0.0,4.5
6297,犯人は僕です。－謎解き×探索ノベルゲーム－,Games,51.1953125,0.0,0.0
6298,Virtual Reality Roller Coaster for Google Cardboard VR,Games,113.9755859375,0.0,4.0
6299,MackMoji by Christy Mack,Entertainment,11.01171875,1.99,4.0
6300,"Please, Don't Touch Anything 3D",Games,446.8955078125,5.99,4.0
6301,Grim Tales: The Heir - A Mystery Hidden Object Game (Full),Games,938.5126953125,6.99,4.5
6302,CelebrityDiagnosis!,Photo & Video,13.3212890625,0.0,0.0
6303,[GP]パチスロ ヱヴァンゲリヲン〜決意の刻〜(パチスロゲーム),Games,1182.51171875,0.0,0.0
6304,Multi Level Car Parking 5 a Real Airport Driving Test Simulator,Games,227.3173828125,0.0,4.5
6305,Angry Birds Blast,Games,123.5859375,0.0,4.5
6306,Make More!,Games,34.2919921875,0.0,4.5
6307,Light On,Games,202.4453125,0.0,4.5
6308,なっとう-人気の納豆育成ゲーム-,Games,42.67578125,0.0,0.0
6309,NBAmoji,Sports,12.138671875,0.0,3.5
6310,"Prisma: Photo Editor, Art Filters Pic Effects",Photo & Video,72.9013671875,0.0,4.5
6311,Duck Roll,Games,56.3173828125,0.0,4.5
6312,ShadeMoji by The Shade Room,Entertainment,77.2744140625,0.99,4.5
6313,WIND runner adventure,Games,316.7529296875,0.0,4.5
6314,Javelin Masters 3,Games,127.8203125,0.0,4.5
6315,NBC Sports Scores,Sports,58.28515625,0.0,2.0
6316,Fish Fist,Games,63.1298828125,0.0,4.5
6317,Suicide Squad: Special Ops,Games,346.203125,0.0,4.5
6318,"Dr. Decks for ""Clash Royale""",Games,66.90625,0.99,4.0
6319,Crazy Circle,Games,37.953125,0.0,4.5
6320,罪と罰2 -犯人は誰だ!?- 謎解き推理ミステリーサスペンス,Book,40.3408203125,0.0,0.0
6321,AKUMA大戦 -悪魔を合体召喚して魔王を育成する放置ゲーム-,Games,66.001953125,0.0,0.0
6322,NeverKnew - Game night is back,Games,37.2451171875,0.0,4.0
6323,Tank.io war - Free Classic Tank games,Games,23.2265625,0.0,4.5
6324,Ketchapp Soccer,Games,60.25390625,0.0,4.0
6325,なぞって冒険！きゅるるんくまのパズルリンク,Games,59.5986328125,0.0,0.0
6326,"求恋爱 专业版-高端恋爱相亲婚恋交友神器,同城寂寞单身男女聊天约会找对象平台",Social Networking,44.41015625,0.99,0.0
6327,暇つぶしに人気  脳トレ パズルゲーム　- LINK,Games,99.0029296875,0.0,0.0
6328,Lost Fishy Ultimate Challenge,Games,97.3193359375,0.99,4.5
6329,Arcane Online - Fantasy MMORPG,Games,89.3056640625,0.0,4.5
6330,Magic Nightfall,Games,187.919921875,0.0,4.5
6331,Magic Mansion,Games,42.1787109375,0.0,3.0
6332,梦幻西游互通版,Games,1962.3974609375,0.0,4.5
6333,Is-it Love ? Ryan (Visual Novel),Games,139.9970703125,0.0,4.5
6334,Dinos Jump - Dinosaur action game for kids,Games,57.4931640625,2.99,0.0
6335,Jurassic GO - Dinosaur Snap Adventures,Games,315.986328125,3.99,5.0
6336,PlayKids Learn - Learning through play,Education,391.6884765625,0.0,2.5
6337,Cube Skip,Games,120.0849609375,0.0,4.5
6338,Blue Apprentice Elementary Science Game by Galxyz,Education,366.1982421875,0.0,4.0
6339,High 5 Vegas - Hit Slots Casino,Games,150.5576171875,0.0,4.5
6340,PHAROS Earth,Entertainment,390.83984375,0.0,4.5
6341,EXORUN,Games,71.6923828125,0.0,4.0
6342,Amusement Park Tour,Games,90.47265625,0.0,4.5
6343,Hero Siege: Pocket Edition,Games,269.2119140625,9.99,2.5
6344,Music Player - Play Unlimited Songs from YouTube!,Entertainment,11.677734375,0.0,4.0
6345,Switchy Sides,Games,58.439453125,0.0,4.5
6346,SnapType Pro,Education,32.2138671875,4.99,4.5
6347,"Princess Face Paint - Girls Makeup, Dressup and Makeover Games",Games,94.07421875,0.0,4.0
6348,Mystery of the Ancients: Mud Water Creek (Full),Games,1092.2548828125,6.99,4.5
6349,Danse Macabre: Lethal Letters - A Mystery Hidden Object Game (Full),Games,735.9755859375,6.99,4.5
6350,金庸群侠传—全自由单机武侠RPG,Games,237.41796875,0.0,5.0
6351,Nukleus,Games,28.3505859375,0.0,4.5
6352,My Town : Beauty Spa Saloon,Entertainment,282.7685546875,2.99,4.0
6353,Blitz Survival Games - Multiplayer Pixel Master Mini Games,Games,171.9013671875,0.99,3.0
6354,Babysitter Craziness - Fun Kids Game,Games,91.23828125,0.0,4.0
6355,万年历-日历农历黄历天气,Utilities,104.123046875,0.0,0.0
6356,All Star Quarterback 17 - Football Lifestyle Sim,Games,105.6552734375,0.0,4.5
6357,Bulb Boy,Games,560.408203125,2.99,4.5
6358,烈焰王座HD - 卡牌与挂机结合的养成放置游戏,Games,65.4599609375,0.99,5.0
6359,Attenborough Story of Life,Entertainment,145.0859375,0.0,4.5
6360,Tina's Diary - Star Fever,Games,102.93359375,0.0,4.0
6361,Rolly Worms,Games,139.7001953125,0.0,3.5
6362,Frantic Ball,Games,187.5087890625,0.0,5.0
6363,流しそうめんエクストリーム,Games,145.8203125,0.0,0.0
6364,トクバイ - チラシアプリ／スーパーの特売情報で節約 -,Lifestyle,70.5517578125,0.0,0.0
6365,Tank.IO War - Free Tank games of snake,Games,24.38671875,0.0,5.0
6366,WeDJ for iPad,Music,28.064453125,4.99,4.0
6367,Color Bots,Games,181.634765625,0.0,4.5
6368,VR Crazy Bike Race: Traffic Racing Free,Games,163.541015625,0.0,1.5
6369,Dice Crush,Games,172.5673828125,0.0,5.0
6370,Cubway,Games,344.01171875,0.0,4.5
6371,Amusement Park Fair Ground Circus Trucker Parking Simulator,Games,341.12109375,0.0,4.0
6372,Rogue Ninja,Games,173.140625,0.0,5.0
6373,Nerve - Do You Dare?,Entertainment,165.291015625,0.0,2.0
6374,"BeCasso – Watercolor & Oil Paintings, Comic Effect",Photo & Video,73.6640625,1.99,4.5
6375,WoW Legion Companion,Entertainment,273.162109375,0.0,3.0
6376,Escape the Cake Café,Games,31.55859375,0.0,5.0
6377,Roller Coaster Simulator - Draw and Simulate!,Games,149.2568359375,0.0,4.5
6378,REVERSI ZERO - free classic game,Games,34.8662109375,0.0,0.0
6379,Hillarymoji,Entertainment,30.5205078125,0.0,3.5
6380,Archangel Michael Guidance - Doreen Virtue,Lifestyle,110.802734375,3.99,4.5
6381,Robbiemoji by Robbie Williams,Entertainment,9.748046875,1.99,0.0
6382,口袋全明星,Games,209.6171875,0.0,0.0
6383,Are you a psychopath? 怖い心理テスト,Entertainment,37.1025390625,0.0,0.0
6384,Nanuleu,Games,125.119140625,2.99,4.0
6385,Z Buster,Games,458.318359375,0.0,4.0
6386,勇士与魔龙,Games,190.345703125,0.0,0.0
6387,Team GB Live,Sports,49.1708984375,0.0,3.0
6388,Thomas & Friends: Magical Tracks - Kids Train Set,Entertainment,294.296875,0.0,4.0
6389,Dictator: Emergence,Games,142.3515625,0.0,4.0
6390,Peppa Pig: Sports Day,Entertainment,250.654296875,2.99,2.5
6391,Rings.,Games,81.517578125,0.0,4.5
6392,Space by Tinybop,Education,317.5517578125,2.99,4.5
6393,Me by Tinybop,Education,183.5791015625,2.99,5.0
6394,The Counter Of Death,Games,54.6484375,0.0,4.5
6395,Coin Dozer: Haunted,Games,154.986328125,0.0,4.5
6396,ねこみっけ - おもしろい人気無料ゲーム,Games,94.416015625,0.0,5.0
6397,Super Atomic,Games,21.0087890625,0.0,4.5
6398,Taxi Sim 2016,Games,268.5078125,0.0,4.5
6399,Epic Jackpot Slots: Slot Machines & Bonus Games,Games,172.962890625,0.0,5.0
6400,Mini Synthesizer,Music,47.1025390625,4.99,4.5
6401,Mini Synthesizer for iPhone,Music,53.4580078125,2.99,3.0
6402,Colorpede,Games,30.2412109375,0.0,4.0
6403,Sorcery! 4,Games,443.1787109375,4.99,4.5
6404,EA SPORTS™ FIFA 17 Companion,Games,40.0224609375,0.0,4.0
6405,トリセツメーカー２　トリセツ診断,Entertainment,15.4091796875,0.0,0.0
6406,Brick Splits,Games,59.35546875,0.0,4.5
6407,爆笑アプリ！人気無料ゲーム kimazui gacha,Games,90.8076171875,0.0,0.0
